Suburb,Price,Date,CouncilArea
Armadale,4200000.0,27/11/2016,Stonnington
Armadale,1101000.0,27/11/2016,Stonnington
Armadale,3512500.0,27/11/2016,Stonnington
Armadale,2000000.0,28/05/2016,Stonnington
Armadale,869000.0,28/05/2016,Stonnington
Armadale,2810000.0,28/08/2016,Stonnington
Armadale,565000.0,28/08/2016,Stonnington
Armadale,567000.0,28/08/2016,Stonnington
Armadale,546000.0,30/07/2016,Stonnington
Armadale,471500.0,30/07/2016,Stonnington
Ascot Vale,455000.0,3/09/2016,Moonee Valley
Ascot Vale,940000.0,3/12/2016,Moonee Valley
Ascot Vale,467000.0,3/12/2016,Moonee Valley
Ascot Vale,1380000.0,4/03/2017,Moonee Valley
Ascot Vale,490000.0,4/03/2017,Moonee Valley
Ascot Vale,1850000.0,4/03/2017,Moonee Valley
Ascot Vale,1284000.0,4/03/2017,Moonee Valley
Ascot Vale,971000.0,4/06/2016,Moonee Valley
Ascot Vale,710000.0,4/06/2016,Moonee Valley
Ascot Vale,2425000.0,4/06/2016,Moonee Valley
Ascot Vale,750000.0,4/06/2016,Moonee Valley
Ascot Vale,1053000.0,6/08/2016,Moonee Valley
Ascot Vale,1377000.0,6/08/2016,Moonee Valley
Ascot Vale,970000.0,7/05/2016,Moonee Valley
Ascot Vale,940000.0,7/05/2016,Moonee Valley
Ascot Vale,751000.0,7/05/2016,Moonee Valley
Ascot Vale,950000.0,7/05/2016,Moonee Valley
Ascot Vale,685000.0,7/11/2016,Moonee Valley
Ascot Vale,1230000.0,8/10/2016,Moonee Valley
Ascot Vale,636500.0,8/10/2016,Moonee Valley
Ascot Vale,910000.0,8/10/2016,Moonee Valley
Ascot Vale,770000.0,10/09/2016,Moonee Valley
Ascot Vale,960000.0,10/12/2016,Moonee Valley
Ascot Vale,890000.0,10/12/2016,Moonee Valley
Ascot Vale,965000.0,10/12/2016,Moonee Valley
Ascot Vale,1440000.0,11/02/2017,Moonee Valley
Ascot Vale,955000.0,11/03/2017,Moonee Valley
Ascot Vale,450000.0,12/11/2016,Moonee Valley
Ascot Vale,801000.0,12/11/2016,Moonee Valley
Ascot Vale,1000000.0,12/11/2016,Moonee Valley
Ascot Vale,1435000.0,12/11/2016,Moonee Valley
Ascot Vale,390000.0,12/11/2016,Moonee Valley
Ascot Vale,1425000.0,13/08/2016,Moonee Valley
Ascot Vale,1340000.0,14/05/2016,Moonee Valley
Ascot Vale,955000.0,14/05/2016,Moonee Valley
Ascot Vale,1100000.0,15/10/2016,Moonee Valley
Ascot Vale,1255000.0,15/10/2016,Moonee Valley
Ascot Vale,432000.0,15/10/2016,Moonee Valley
Ascot Vale,1640000.0,16/04/2016,Moonee Valley
Ascot Vale,1430000.0,16/04/2016,Moonee Valley
Ascot Vale,610000.0,16/04/2016,Moonee Valley
Ascot Vale,940000.0,16/04/2016,Moonee Valley
Ascot Vale,890000.0,16/07/2016,Moonee Valley
Ascot Vale,1180000.0,17/09/2016,Moonee Valley
Ascot Vale,1480000.0,17/09/2016,Moonee Valley
Ascot Vale,1150000.0,18/03/2017,Moonee Valley
Ascot Vale,1350000.0,18/03/2017,Moonee Valley
Ascot Vale,1905000.0,18/03/2017,Moonee Valley
Ascot Vale,865000.0,18/03/2017,Moonee Valley
Ascot Vale,705000.0,18/06/2016,Moonee Valley
Ascot Vale,442000.0,18/06/2016,Moonee Valley
Ascot Vale,540000.0,19/11/2016,Moonee Valley
Ascot Vale,1037500.0,19/11/2016,Moonee Valley
Ascot Vale,1050000.0,19/11/2016,Moonee Valley
Ascot Vale,440000.0,19/11/2016,Moonee Valley
Ascot Vale,1010000.0,19/11/2016,Moonee Valley
Ascot Vale,1430000.0,22/05/2016,Moonee Valley
Ascot Vale,570000.0,22/05/2016,Moonee Valley
Ascot Vale,690000.0,22/05/2016,Moonee Valley
Ascot Vale,1291000.0,23/04/2016,Moonee Valley
Ascot Vale,1130000.0,23/04/2016,Moonee Valley
Ascot Vale,1135000.0,24/09/2016,Moonee Valley
Ascot Vale,950000.0,24/09/2016,Moonee Valley
Ascot Vale,790000.0,24/09/2016,Moonee Valley
Ascot Vale,390000.0,25/02/2017,Moonee Valley
Ascot Vale,1345000.0,25/02/2017,Moonee Valley
Ascot Vale,1381500.0,25/02/2017,Moonee Valley
Ascot Vale,940000.0,26/07/2016,Moonee Valley
Ascot Vale,995000.0,26/07/2016,Moonee Valley
Ascot Vale,1050000.0,26/07/2016,Moonee Valley
Ascot Vale,786000.0,26/07/2016,Moonee Valley
Ascot Vale,705000.0,27/06/2016,Moonee Valley
Ascot Vale,760000.0,27/06/2016,Moonee Valley
Ascot Vale,487500.0,27/06/2016,Moonee Valley
Ascot Vale,1000000.0,27/11/2016,Moonee Valley
Ascot Vale,1110000.0,27/11/2016,Moonee Valley
Ascot Vale,1300000.0,27/11/2016,Moonee Valley
Ascot Vale,1060000.0,27/11/2016,Moonee Valley
Ascot Vale,1410000.0,27/11/2016,Moonee Valley
Ascot Vale,1305000.0,28/05/2016,Moonee Valley
Ascot Vale,932500.0,28/05/2016,Moonee Valley
Ascot Vale,965000.0,28/08/2016,Moonee Valley
Ascot Vale,1215000.0,28/08/2016,Moonee Valley
Ascot Vale,545000.0,28/08/2016,Moonee Valley
Ascot Vale,1705000.0,30/07/2016,Moonee Valley
Ascot Vale,970000.0,30/07/2016,Moonee Valley
Ascot Vale,925000.0,30/07/2016,Moonee Valley
Ashburton,2650000.0,3/09/2016,Boroondara
Ashburton,1670000.0,3/12/2016,Boroondara
Ashburton,955000.0,3/12/2016,Boroondara
Ashburton,2050000.0,3/12/2016,Boroondara
Ashburton,500000.0,4/03/2017,Boroondara
Ashburton,1575000.0,4/03/2017,Boroondara
Ashburton,1555000.0,4/06/2016,Boroondara
Ashburton,1100000.0,8/10/2016,Boroondara
Ashburton,1337000.0,8/10/2016,Boroondara
Ashburton,2950000.0,10/09/2016,Boroondara
Ashburton,2215000.0,10/09/2016,Boroondara
Ashburton,1518000.0,10/09/2016,Boroondara
Ashburton,1710000.0,10/12/2016,Boroondara
Ashburton,1655000.0,10/12/2016,Boroondara
Ashburton,1550000.0,12/11/2016,Boroondara
Ashburton,1662000.0,14/05/2016,Boroondara
Ashburton,1665000.0,15/10/2016,Boroondara
Ashburton,1445000.0,16/04/2016,Boroondara
Ashburton,3510000.0,18/03/2017,Boroondara
Ashburton,968000.0,18/06/2016,Boroondara
Ashburton,900000.0,19/11/2016,Boroondara
Ashburton,1500000.0,22/05/2016,Boroondara
Ashburton,2752000.0,22/08/2016,Boroondara
Ashburton,1500000.0,22/08/2016,Boroondara
Ashburton,1800000.0,25/02/2017,Boroondara
Ashburton,1830000.0,25/02/2017,Boroondara
Ashburton,1415000.0,27/06/2016,Boroondara
Ashburton,1440000.0,27/06/2016,Boroondara
Ashburton,1250000.0,27/11/2016,Boroondara
Ashburton,1422000.0,27/11/2016,Boroondara
Ashburton,1600000.0,27/11/2016,Boroondara
Ashburton,1860000.0,27/11/2016,Boroondara
Ashburton,1710000.0,27/11/2016,Boroondara
Ashburton,1790000.0,28/05/2016,Boroondara
Ashburton,1950000.0,28/05/2016,Boroondara
Ashburton,1600000.0,28/05/2016,Boroondara
Ashburton,1320000.0,28/08/2016,Boroondara
Ashburton,1650000.0,28/08/2016,Boroondara
Ashwood,995000.0,3/09/2016,Monash
Ashwood,1250000.0,3/12/2016,Monash
Ashwood,1045000.0,4/03/2017,Monash
Ashwood,1200000.0,4/03/2017,Monash
Ashwood,1075000.0,4/06/2016,Monash
Ashwood,1500000.0,6/08/2016,Monash
Ashwood,1120000.0,7/05/2016,Monash
Ashwood,700000.0,7/11/2016,Monash
Ashwood,761000.0,7/11/2016,Monash
Ashwood,1270000.0,8/10/2016,Monash
Ashwood,1510000.0,8/10/2016,Monash
Ashwood,1365000.0,10/09/2016,Monash
Ashwood,1100000.0,10/12/2016,Monash
Ashwood,1415000.0,13/08/2016,Monash
Ashwood,690000.0,14/05/2016,Monash
Ashwood,1631000.0,15/10/2016,Monash
Ashwood,1500000.0,15/10/2016,Monash
Ashwood,1060000.0,16/07/2016,Monash
Ashwood,1529500.0,17/09/2016,Monash
Ashwood,600000.0,18/03/2017,Monash
Ashwood,535000.0,18/06/2016,Monash
Ashwood,785000.0,19/11/2016,Monash
Ashwood,1240000.0,19/11/2016,Monash
Ashwood,700000.0,22/08/2016,Monash
Ashwood,1350000.0,24/09/2016,Monash
Ashwood,1110000.0,24/09/2016,Monash
Ashwood,1305000.0,25/02/2017,Monash
Ashwood,855000.0,25/02/2017,Monash
Ashwood,900500.0,27/11/2016,Monash
Ashwood,1200000.0,28/05/2016,Monash
Ashwood,830000.0,28/08/2016,Monash
Avondale Heights,850000.0,3/09/2016,Moonee Valley
Avondale Heights,750000.0,3/09/2016,Moonee Valley
Avondale Heights,851000.0,3/12/2016,Moonee Valley
Avondale Heights,848000.0,4/03/2017,Moonee Valley
Avondale Heights,806000.0,4/03/2017,Moonee Valley
Avondale Heights,1155000.0,4/06/2016,Moonee Valley
Avondale Heights,670000.0,4/06/2016,Moonee Valley
Avondale Heights,1200000.0,4/06/2016,Moonee Valley
Avondale Heights,636000.0,4/06/2016,Moonee Valley
Avondale Heights,680000.0,6/08/2016,Moonee Valley
Avondale Heights,1160000.0,7/05/2016,Moonee Valley
Avondale Heights,750000.0,8/10/2016,Moonee Valley
Avondale Heights,627500.0,8/10/2016,Moonee Valley
Avondale Heights,880000.0,8/10/2016,Moonee Valley
Avondale Heights,950000.0,10/12/2016,Moonee Valley
Avondale Heights,1600000.0,10/12/2016,Moonee Valley
Avondale Heights,585000.0,11/02/2017,Moonee Valley
Avondale Heights,650000.0,15/10/2016,Moonee Valley
Avondale Heights,725000.0,15/10/2016,Moonee Valley
Avondale Heights,665000.0,16/04/2016,Moonee Valley
Avondale Heights,560500.0,16/04/2016,Moonee Valley
Avondale Heights,615000.0,16/07/2016,Moonee Valley
Avondale Heights,845000.0,16/07/2016,Moonee Valley
Avondale Heights,585000.0,17/09/2016,Moonee Valley
Avondale Heights,440000.0,18/03/2017,Moonee Valley
Avondale Heights,850000.0,18/03/2017,Moonee Valley
Avondale Heights,850000.0,18/06/2016,Moonee Valley
Avondale Heights,705000.0,22/05/2016,Moonee Valley
Avondale Heights,1100000.0,22/05/2016,Moonee Valley
Avondale Heights,892500.0,22/05/2016,Moonee Valley
Avondale Heights,695000.0,23/04/2016,Moonee Valley
Avondale Heights,522500.0,24/09/2016,Moonee Valley
Avondale Heights,680000.0,24/09/2016,Moonee Valley
Avondale Heights,500000.0,24/09/2016,Moonee Valley
Avondale Heights,550000.0,24/09/2016,Moonee Valley
Avondale Heights,730000.0,25/02/2017,Moonee Valley
Avondale Heights,875000.0,25/02/2017,Moonee Valley
Avondale Heights,850000.0,25/02/2017,Moonee Valley
Avondale Heights,635000.0,26/07/2016,Moonee Valley
Avondale Heights,762000.0,26/07/2016,Moonee Valley
Avondale Heights,411000.0,27/11/2016,Moonee Valley
Avondale Heights,790000.0,27/11/2016,Moonee Valley
Avondale Heights,605000.0,27/11/2016,Moonee Valley
Avondale Heights,805000.0,27/11/2016,Moonee Valley
Avondale Heights,890000.0,27/11/2016,Moonee Valley
Avondale Heights,795000.0,28/05/2016,Moonee Valley
Avondale Heights,634000.0,28/05/2016,Moonee Valley
Avondale Heights,642000.0,28/08/2016,Moonee Valley
Avondale Heights,863000.0,28/08/2016,Moonee Valley
Avondale Heights,740000.0,28/08/2016,Moonee Valley
Balaclava,1819000.0,3/09/2016,Port Phillip
Balaclava,410000.0,3/12/2016,Port Phillip
Balaclava,280000.0,7/05/2016,Port Phillip
Balaclava,1015000.0,7/11/2016,Port Phillip
Balaclava,502500.0,15/10/2016,Port Phillip
Balaclava,520000.0,15/10/2016,Port Phillip
Balaclava,442000.0,17/09/2016,Port Phillip
Balaclava,1193000.0,18/06/2016,Port Phillip
Balaclava,416000.0,18/06/2016,Port Phillip
Balaclava,820000.0,19/11/2016,Port Phillip
Balaclava,474000.0,22/05/2016,Port Phillip
Balaclava,981000.0,25/02/2017,Port Phillip
Balaclava,1690000.0,25/02/2017,Port Phillip
Balaclava,540000.0,27/06/2016,Port Phillip
Balaclava,1080000.0,27/06/2016,Port Phillip
Balaclava,500000.0,27/11/2016,Port Phillip
Balaclava,497500.0,28/08/2016,Port Phillip
Balwyn,2100000.0,3/09/2016,Boroondara
Balwyn,1800000.0,3/09/2016,Boroondara
Balwyn,1255000.0,3/09/2016,Boroondara
Balwyn,1070000.0,3/12/2016,Boroondara
Balwyn,2570000.0,3/12/2016,Boroondara
Balwyn,2400000.0,3/12/2016,Boroondara
Balwyn,2200000.0,3/12/2016,Boroondara
Balwyn,3250000.0,3/12/2016,Boroondara
Balwyn,806000.0,3/12/2016,Boroondara
Balwyn,4000000.0,3/12/2016,Boroondara
Balwyn,1215000.0,3/12/2016,Boroondara
Balwyn,2250000.0,3/12/2016,Boroondara
Balwyn,812000.0,4/03/2017,Boroondara
Balwyn,1140000.0,4/06/2016,Boroondara
Balwyn,2330000.0,4/06/2016,Boroondara
Balwyn,2800000.0,4/06/2016,Boroondara
Balwyn,605000.0,4/06/2016,Boroondara
Balwyn,1255000.0,4/06/2016,Boroondara
Balwyn,1850000.0,6/08/2016,Boroondara
Balwyn,805000.0,6/08/2016,Boroondara
Balwyn,700000.0,7/05/2016,Boroondara
Balwyn,2130000.0,7/05/2016,Boroondara
Balwyn,500000.0,7/05/2016,Boroondara
Balwyn,2125000.0,7/05/2016,Boroondara
Balwyn,1800000.0,8/10/2016,Boroondara
Balwyn,635000.0,8/10/2016,Boroondara
Balwyn,526000.0,10/09/2016,Boroondara
Balwyn,390000.0,10/09/2016,Boroondara
Balwyn,905000.0,10/12/2016,Boroondara
Balwyn,1750000.0,10/12/2016,Boroondara
Balwyn,760000.0,10/12/2016,Boroondara
Balwyn,3180000.0,10/12/2016,Boroondara
Balwyn,1367000.0,10/12/2016,Boroondara
Balwyn,3600000.0,10/12/2016,Boroondara
Balwyn,2550000.0,10/12/2016,Boroondara
Balwyn,1400000.0,12/11/2016,Boroondara
Balwyn,3270000.0,12/11/2016,Boroondara
Balwyn,625000.0,13/08/2016,Boroondara
Balwyn,700000.0,13/08/2016,Boroondara
Balwyn,1860000.0,14/05/2016,Boroondara
